image,artist,link,character by,rough charcoal by,pencil character sketch by,character concept art by
,Artist,,,,,
https://lh3.googleusercontent.com/docs/ADP-6oGkShB0bWlOYBeH7YmOchuT2HdACmDRw0sm83ZVl9Y3aTGwA5w3-MAJa1UMAkuLImk3t-3NMr4Ne66ly2bzDCkNQbVMJMh3A6uyr84597A5g-3f3H9_h1YeBhhF4-inxQP_7VO49SaBFEZYs-ZN6sK0Q8pjI3ZNbabO7dCSLIg7jONozkypsEBV1KybA4DK9ZVrMUlDkeKDhBfxbjLFU-UbpJX6KNTdmwGONKI1-hGkdZEk7UIk7U9gJUSYhzXe12SHR990ZIYmS-wbSaD0pDH5TKYyzNa-wAbaG4GYV161IPRzKH8ya8Z2Fl8vRYIFJMPlu4H3VELFeiXBxn2cXWD6q032bLRVwkrJtsffFvbItNzZDkWLjQBS1lJWn_eJvgx-ootPMLvK36DAZhbDiOtti-kUCOgnE4n1W4-jPWden5T3G03oNBVhzkI9TcmQIy9Mg-X6gxUtT5rFx442ydpVprCej8nHc_BaBJq3kleEtZ-9eAuTFIjBZPZJsaPyht4bTs1pO7tADAbHDOjk8oZkpzt2Y-gfIjTf3AvqejYBm48d5cRc98kAJv1ssyQpDV4uxkesvni24ueyh77TOQytf98L90bBlEMQHM2jthD8qcsACQtqk85yemg7yw8XxWOII2FxXBtzhL85HyjIGNHMi6oXsp1dzyRC4aMPGqJevVv5fDxKX10RWyzvkaf3KpBww7h0RIVQhSvk8EC7iIY2R05gHg52qpnssqoJQjEvlDMwwXE3t5sTEutqonWe5QCjUqv2PKinE8Wbc12IfeUGQYnzAvBU9-_aBAJ7wpmbkdU0ni-lHB9H4OPmj6x8ThMSPNf-adEju4Xi1uMx84Lf_9OQhL0m3PDgFo0SzQvMeRbeqPOwc81Dr6n9zqgx5QRasWcNhpV1ohyAiq5Y0y7Wj2ETEheXKW-8e73Z39mnKShg9LOc9EumBcVn7YXy_wZvVYvCikz1XHS2fnGg8SgLucNLz5y6vggUD37pxtPJgDV3Ru72aP5sOfnkGVNpC9BwuYqg19X77MwWmhbU9wr2iCC0uh5XuErpd8e6fa6VUDt3oVGQJp0NAUs=w200-h299,MidjourneyLeft Blank in Prompt,https://www.midjourney.com/home/,https://lh3.googleusercontent.com/docs/ADP-6oGkShB0bWlOYBeH7YmOchuT2HdACmDRw0sm83ZVl9Y3aTGwA5w3-MAJa1UMAkuLImk3t-3NMr4Ne66ly2bzDCkNQbVMJMh3A6uyr84597A5g-3f3H9_h1YeBhhF4-inxQP_7VO49SaBFEZYs-ZN6sK0Q8pjI3ZNbabO7dCSLIg7jONozkypsEBV1KybA4DK9ZVrMUlDkeKDhBfxbjLFU-UbpJX6KNTdmwGONKI1-hGkdZEk7UIk7U9gJUSYhzXe12SHR990ZIYmS-wbSaD0pDH5TKYyzNa-wAbaG4GYV161IPRzKH8ya8Z2Fl8vRYIFJMPlu4H3VELFeiXBxn2cXWD6q032bLRVwkrJtsffFvbItNzZDkWLjQBS1lJWn_eJvgx-ootPMLvK36DAZhbDiOtti-kUCOgnE4n1W4-jPWden5T3G03oNBVhzkI9TcmQIy9Mg-X6gxUtT5rFx442ydpVprCej8nHc_BaBJq3kleEtZ-9eAuTFIjBZPZJsaPyht4bTs1pO7tADAbHDOjk8oZkpzt2Y-gfIjTf3AvqejYBm48d5cRc98kAJv1ssyQpDV4uxkesvni24ueyh77TOQytf98L90bBlEMQHM2jthD8qcsACQtqk85yemg7yw8XxWOII2FxXBtzhL85HyjIGNHMi6oXsp1dzyRC4aMPGqJevVv5fDxKX10RWyzvkaf3KpBww7h0RIVQhSvk8EC7iIY2R05gHg52qpnssqoJQjEvlDMwwXE3t5sTEutqonWe5QCjUqv2PKinE8Wbc12IfeUGQYnzAvBU9-_aBAJ7wpmbkdU0ni-lHB9H4OPmj6x8ThMSPNf-adEju4Xi1uMx84Lf_9OQhL0m3PDgFo0SzQvMeRbeqPOwc81Dr6n9zqgx5QRasWcNhpV1ohyAiq5Y0y7Wj2ETEheXKW-8e73Z39mnKShg9LOc9EumBcVn7YXy_wZvVYvCikz1XHS2fnGg8SgLucNLz5y6vggUD37pxtPJgDV3Ru72aP5sOfnkGVNpC9BwuYqg19X77MwWmhbU9wr2iCC0uh5XuErpd8e6fa6VUDt3oVGQJp0NAUs=w200-h299,https://lh3.googleusercontent.com/docs/ADP-6oGrV1A_ogrDFuAG3xUomqM_Nrto8nh4nrPQFpaqS_9IDFfn4PJN4chGwaC2yMpN76t1bXXsl1xQW-UwSxNH7RNp3dTIt9hZnguDkzz1mNC1b2pnkG7Pm5vUmTb1qyXHjKNznJkQM5bClE1i-q9UtHWF3FymCe8jdjEk0biK2lfP4YrRIkzUCZj8B2A3QzFV382Uro5zQAezSACnTHEjSa3zbh3a5llEpdISwYzcOhGBM5Jz7Jb5kuHSi97yVnvrLgMJM6ndVQCwRtCRG-_ow153M3uqy7thoI3iuAfnd8DDHIun3gC7InJODvjs0-HYkty0NWJ_-VYiz_8rOZjpEz8ssaRAxyrwu_K-rgf_Wa2XPPpawF1OTWjxRWr4jbmcLrBQVJvseMaDMGN19T7KKiICXsJcwCWN_KvURNsxLD-tEy_y6NhTIK1WEMVTCD_rrimjks7MYzK4_a5GY0l7lPyhMm1RgtW7r5QmS_gr3KrZk_Yy3VdjyhRt0PxUhjfrOr8Wzx8WqVEdXaKwhDLxjeYT__yE-V9QawGleQdKgPzD_JAOKI5A2zsw9bhuDVnWBAM-co7oKwoaWwQWexSxdrmzqHH7V6WfVSzxZ-lTM7gkoBmUJr7iaXzRpB-o0eeimAa8JOPlKUwfQBUZIUQ1SXR-8INkvXXrwZEgx-1TTnAy-aujZyvf_Hip-3PSpHvlqwTim156Q8HGRmBXdtM8pWvZWK5XhXIJP1-FxSmyEmwof0PJ-u5VzqdDftsd-S66_xPCWv_E5c2WBaJUvwZMzSDmLK4JaiRxsg4h8koBk7P3tFtiXBDn-8WbB-sp9CeWXO3MkpKbks26cykibTwlqTmmsEt1_ChakTJ9_vahq66bvQRBJFs3t3GTN7Zr5bGcu_g00MVV4mB2Yw3_7LSf31b2yS7oJ6_pwzgW-SG9ZW1QSwilYvo_Yhbn3i4Uy_IwH2D-K5iQMDn27t5PdUK4wy1TRFAuGazeNO0MjsiXHH8tBfh535BAmRJAeTIPx48zNx0wKwcEz5jsOEAX0EFZRfnr-N1mY2QKB6Zv060n-Oncxy0WjYCwAbSh_Uw=w200-h299,https://lh3.googleusercontent.com/docs/ADP-6oGTpnHL8UzTNxX4JY3ck3vmwH7pOrotnfs5hG-h5RtmPePWOBtw6qUthmVyIRY7MVsrJCo6Ng9bZdEBbSEdD9_8WiMtnr9PUrF-8L3YBrVgAlYWGWV0Boj_ga8d8ENMnJ44LQ7R87wuHVIHZakf0ZtLOgyiXVGm1CCmKozjJLmrT0k3iA5pL9NG7vr8QAw-KwSb-9mxcz4S0skMjJO5yrpW42FAr7lKxDMZNhlfjrs41yxI4caYN9Vx_9Du77vZUBxcvTBwtFfYUF7mpMSfL-gWw7Q9EBaMgCGXZzsLsaI4C3cy_oRMFyPZNUOhDrUUETwKrAqXVLLJFacy2oXHPrQjSOqBC1NDdSHChi0BzDbgLHt4kCUINdVxcejJzDTZhpGSjAcAXIhBcnqFOK3dT7Ckvkd1upVDLHcwl1fNo07zJ9ZeA48BmWWok_v96uM8toDIT5xde-jkbNANJPUpGUbrAbcyiXt-LcBNkvl8y5d6HD7V_RrhG2bGIYN_bPy09Q1f0IKSmuI93tNfkREVa093HKqXRV-Y8NomD4MrLvuZ2exuy2sKz616mUE001d8YHgnucOrE8C8Nl3a42SLtI0CiSGzH_y5Y6Ja7X4hq9ypzN2lfamKsA4hkSwVys8Ge1GDMEfGGHRLXzCme_y47dOJatSItw0sQaQDTDfit76ynqilbBOmu-ebSuuqoeFe7EHOL2sv4T4w539kYspV5vuQx2NqZ-2XftAphDvvavX966gvXpmTMGeSlPd3F4_scO1rPOF7_wXX977xvvoeyzXd7dLJg8v9kAd5v5XWpWbupri0xmtn3rAPAvPP0-diiid4Y5FAmvDM9NLDmMqN_cFcIx7L1qHAEuStFRsej3SnicsnM6-bUxu-VdXGxOI1oloUel2zafTh4Na9qCfWBgBtr4oXsbMIUO_ZN8StdLYpPzSH00FGlVHELMSusSJGvGtQ4adKoRUEMbx2ZPEuasD5ENQ14eRePujnCwO-ORQelhZbm6XUyDbUnPKT7tf6W5fLD0SpaxUaBLxZn_e90PEh0hEir4Z2-l-_Ewjqpguuvw2GBFVPX5lfVrE=w200-h299,https://lh3.googleusercontent.com/docs/ADP-6oHd2p5_vPtPgh8hY4EeC6zYyWEw2G-wkc71ShY_rV-Hq6hIe5rD_i8avoOU56wYBYTkm6MRb6lS4PVea9IM-qAgDyWQayp3IxmD-RxPVurYvAX3R80_x4g1OPfI5hGUN9UXDwYG5HVvelEIjpn_zaXJr-Q15H7zhTPUdA_zGj3unYssOmqTQBVh3pqIEVLc1P5Zt6epNn4ATLibVpizwOSMX3rQGCgYDFlf9TQIOuXeI4gmZQKrZ9QPOM4JHf5tXishThzmU3AmyKcAHyYaLY6Qjypj9-KhGdfjSuxaOJd50OGIqDuXPpne9pT_Rz6-sZ199vzdCGVJSHhjLoV-90OhGAJpaC0tOfkBtBgbilagK0MmoYe92kgob9-53IgLADb6Axn1qfP1a9UtISHLAzBoq7gjuyL8b15SnkY99f-DkUlnSwZU3RAX62_cExUPpRwcnQ2WLGnO4rdgoGjBAlvgaFOVz6rQCdn-Q3m8qDNgnCDJVo0_ZOj9_Vu3PBuu9M_1WzbVIncqN0IwDOXxBbbSqbhpCs0Oeqi9TpRTUzB3XtikWnlvz7RF_WoDsOZktlVDhUvD_pLpPhqa4HnWj2lIaTAR_gzdcUjZAoAXw90VYYNfZocNpYmm8TPHwgYk5LTw2Kai2yuAn3uQchJivAui-i7pmIeEt6W-1l7toqfEZM5V-8Y_S0X03sz-Ti7jxOAdrJbaMbxai9shN8BIzzEWxFsffkOggz1HPWP9ISWB3-63hwCqCv9kr2CIVqmykzH6IUhqazaoDDTMoOPY8f8FuB51zHm0E8u6JKQWUM4l1AiaafvNlcwFZPyc-0v45am5Mskj-Ejg-JLUCKtfJQLgcMBid9dCsKZ821bgzDaYhGsvGuNyCopw_SmBKZqoQI_tqN20kdMEkN9OH8iM5Hudw_txRhTRlL7u8VIjqO1d1KNGbJiVnRCLTAG6cY1DKYWUoBPf7yEit77mSIIFrOD4dbPOSK2BRE5zKVBrYorhAF3pogTtkQ4sXh0NaDur7WurlCgvjicjRngE1s4M9Q_eNLgXo8bFvU1BrZpFI7a6Tn_RgzmfJjIw2kg=w200-h299
https://lh3.googleusercontent.com/docs/ADP-6oFUmwMUDvJGdREdv_B3eAUeerj7soHeFF8ATLmPzMPFCUVMN9EV6wiSPVyHws6UXiYQrdQvFjdibcvHiAH0lwvEqpwNVxg-Eg4z4FoZ3CbQCwL_BEzxu6D8p5lVzbM2Xs6GDgD5i6s5PGuwGWshP6vOPezq_Pjo7nTdt49m1MmKvjp_6yN7sG4oGPs58ZXZnvsFwfGEo5rjqDSZvPYvC2zQv8TptFMKQKeCtMINOoNCfXe7Mxg2sBRFW3CURnkrnYzIkKqDHEqj-STOWBeA7VPwVFxnuPto8rT5x8VAuwgch3k2O27d6kdvFWSPSpnwH9jZ9Vv9YtQW-5PneUIth-YKGBGcvZrQ2HHFOd5XrhHFuj-L2FBQos3xU5XllAokCR8-GzIwtD9SpJh82BOoIYqETnXZHcp3zt50JY1TWFGwdgP0QHLBPTNGZ3Z75-0N4jiVg7IJ6dgqHl0R6LGtXQIe47I4YnEl1tThfEzLgX4v1vnK8Och0S12RBl6qC5zr3pB4FGi1bb0cFRGwBuQXPQkTGyoOXZ_XKJq8ZnMS3mJvb7zYlZQzDW9eWDXQkXdzdE42_WNmhZd52lmOJzJSaDGX9iXi94fFYkpJNATBAjfq1e9NdjD-OZY_olH-LOP1jMyhdR6FXRacKNcZHP2R3HyZhIN9u_37mPY7AGDFyhTB9ZSf5cryuF1slGhzfMAjiFLgiNW3OZa9e9Ase_Jm3tmlUO99saS6ngPUr-sGmsj4cRk6lzvHpsxWadmIA54k4MTOqbo4-_hSmDAanSQ9NXKvBU3IegkBvulHjV6wRmLW8OvYs-IGgbqDcHiLfh46BRl5slVcjZUxCTXRpSNuWQ7-SOyD_pJVkArj--THBEcnuuyJRSTSUk5Fmu1jtvXwcYRtxkEey1AjtpLH9jmeRnQz_BQMxqQxnyZ7Uhr6lQmvyf94rRl9zSr5tsOo7FDYcV61U5IQz_aNhoiwjY5cvB3AH2gkeMoPCm0v1NDN9XO_t_eIVtHe5jU7GeRUi2c8GFxN8Owl5ciqS9gPX9FHa0GO_kI87r0Yi3Eg9cGm2RqbQIJ5jLno69iOQ8=w200-h299,Esao Andrews,https://esao.net/,https://lh3.googleusercontent.com/docs/ADP-6oF8V9taujvyQTvQvjapCaVUUTKKhrYG7L79yNdZ8tKjyq1AWykbGdKyKDg6QSaozqaMv4srEcKJudhdkILRsxLmAI3kgNe2Npj4-snmXnZqSecogSDYLGsE2XV3Xj6EddS0-xsMQ2nmtcOZ0JA43eR2rwyd3WSXtyC0klzGtDinRvfdfuHjolwmiT-e7ZHlWV9jV-tMbz7_qIASjPDnh4xrVWaY32TxaJZnIHInGgBajCrtxscowicybOsuxWvSfEfpEvMK1gOGpX24HUW3KDKxVywBkFGk6fxjWWbQS__85ETBWQo6Dm2F1MfwgvwAVy2kioi7DFEkLQKR5WVJGnBhY252RssrAdFYX0rVq01jR89GFrKcp6bdyZPFwPSj-zF4oZIX4YEB_kdD22iHsL5x0BBw2EA87_Gf0j3AUGvKekgs59AhQCQfoIPUh3BolJF5KuSti7LaOC47f77FUb12lnNsgctoW7U-ENW2nV9ajPtR7cOShaxaGp7ojqwFriGcZE9-Ch7ip_qLrldPC6_u5lw8T8ubOAEKquJndFA7N8uqFuGFzIUp5IyWva6FcZHsjhvZo6me1coliF1Cb2YO6jLYYK-A4LmYCs3VsTO-dE8m1JzMEXZfh714YPXNrXNuam7xiC3YehhdxDQgBSvr0-For4mG4folp8LgN9cfWbZhTwAqBkI7_yPM_ISi5AsJF3GJBy1g1fFTN4TV72G7k5fj4s3zRzfDvIb40LdcShdlwV-DrnkT6cdwCdOa14Y5Z7jU4wu867qiXFT0GSHKFAGliavCuUbYSHgSieRI4W5WODDq2LifF-BcrYQQdWqSsrC12GMbvALbE4d3GCvt5_UeNfHdFn-R4HhIDISkyGQ_GegsCA5qwuEjpM-TqmZ-9haMM_SPnHL-K93x5ygXCtA-GXSrU4HC2TveXAetTDbo75hrQ8UKJcUIsMMwYclbJ3Sor44M1uZwnlP8ZuPcOekBR-DlJv26-XQOLkL3e1uKpj_4tTrCgRDPgdB_xjZmtmcZd71Az3xlDXnUsB69hqoAUOtErX2BoWo_UDJMRdwIIzMJaFjSwqM=w200-h299,https://lh3.googleusercontent.com/docs/ADP-6oHfA63cDR7j6JEHD-SYnnUCged4GF4_Irm8mbvByfn4Qkw2fE-ulqskQWjirKlP8LxkSqtO1lt0sf7I1LQqc6GA1iUPyJM2PscRGMQBZzAUdrv5EEelG0kTzHASf8SUd3149_6yzXb7xdT_kk4OuJXc8hGEIrvEsgncH6bN4NE0Q1sFV3CbDoBnMCSft4SwGCEQBEgDvyfY_Zkdj3u3hRl2CBCmBk1nepuSbvuTW-NgfRINE2TliVKLr4uRmVWcd-EjB0njNO0U2qEe7oKZla2ZNLIvUWfmMZxVVelbEtrLHEOCb7Tzn_VdYA0ByVEPwlTxXTBqdDGAxoPTM1d6o9UWr5CYl6oyZSC4T34c_Uphk0ILp1CK525HVOQT-KiezV3HCLuIUumCQ5YPbfp9lFq0QyDx3LA-rJLAtIK_9Ua7uOGrX7O7oYA0hItamujYq9k9jITAr7Fijr7javn0p62SiM7_qQgeLC6eDMkHTWo57ycIwwKZoigN8xIUc6IyWxFsJkO7GeuhC0h3TzWuWW-DkeD8J4Ms-sLm4mbLMQBNSqJppAP4kXFNU_8VhlAs6Q0L-3iz1GQl6hMF1rNwnIVjAkualmKBo1ePY6esbpbZHVgMcbSdji8DGmJryz1RW3B5xrOn1NDvbFyRuG7t4eaMhIYDxBadu5izVlidhyntJfWw7tlWuEbumAeDrMaHYmDbByQlX0M5bl7NLQLHlTfECxszeJhTSiZJfGTAG4bK2js1iZXEfZbY4evg2SIOLJ45hyWntyw_SkJYDO0OSgtevzPxGcxDteUIgtGg_xwBVm80-SfebmgsWcb-pag6MH67thtxaq0Mm3bMHVCLhgAkQ5LKlomqCBtrH6L4Z1rw9ZiuU18gn2VkTF0sqw0PO-SCk-1S4vS-QG1S_mdbAb_rQ_VQU-OzvE1zYOP3v8CJA2cGW3UqumEst11zI97heojc-QjnzH4FDBHovsGxHWmPkQ5h_KG6-u5jcdcuHpSuwleYPHaHgY_0YzE6gPskUCMBj6E9fDsgL5WKz8J5nNpwzE2DZ9DsYFm5AZuwQo3SB0n6GN-0Z-cQZg4=w200-h299,https://lh3.googleusercontent.com/docs/ADP-6oElAm_WZztMkfwcXCFs1sMz20l0aFoZIaENW-rnKYYRm03GO6faknr4re6z0BjTmGEcRlfsAsJFBG8ZEFdmUHzF7knLrJge3Tc4HM22KffGyZifc1u9C52amnhEHfcjwGPhowNmi5uK58By1E37H-wB12OrGbKKwFKQCR8myBx_2bumSHQlEG3Kssae1Ha78YRlvW6bYbNdTwCN2nGlKhWHEePJknjGVWF6EvgQHbD812rQLpWDWQ95g0IbZxNPt2WGOkcOLVDvqIgDcvfuV7gKRtNjfT3or552prkREY65HR76aaeijePYTCoXTbB__tYvHNRdtxgtvehsqZUwtXhUa27-Fq88hcB-Lzp-3u1U85-f1sCGnl0BRt0Bxydzlo2Ujq55kcbMfN8FrvnUX9F2OGOCnw-WckXe0O28HPGNXJ19979nHJ2l6SGhITrKhDRrLQQboDtRk7EvXSdw4slQGQND5LaSxBdoXZQFs9Iachssx-iIdhm21Be6OnQ4AnMcx1Gs6s3SYA9LU9AF5op6PmLH9zXfnEAJMdmbuzhdM6SpqT3UlZk0P-H7FIdcGHi4YyhAASghg_ShWAnBeZ5eH773Psnbh3lCoyTSDUslW-OFUUITesrU8rX7KNV9ptD_cJV3ZMcJOEecb76hd8UTKGbG3w9YT0dDO7lFPioKssWum6Wal8bE0l3V09C8YqMIE6cgjsSxu_mzWq2bUMwji029mXavJ-iuudxECHOXis72QmGcoKZxZzMqd316U-sUcaOTd_Bf9ZVMK7e7FC3WRFgQm6B_dW60OAHrMGBf2UuRwq5qgB-F6zz6AZpKuWB43jPbXRqAswAue_sOwPumrVy1FFbeqj9Ptz0yXuBbN8rfFXwGtsIGY1ZP9hGVJR3bD2TlGDbALJvap38uXDVwiT2VXZcmzeRbZY2zXknQYa7lFrGM-PNPWTTE63yIhcvUMotWFiCfHIMTqr8JdqLLJ1oTbGiPc_qnM-oWF4Oiikx1uwEDG7JbCoCr3gmx_r3HIaELwDMFI6zz_I877NyGWa9_o77lYJ5lAFXWAJQX1pUiHWjvuhCAMJA=w200-h299,https://lh3.googleusercontent.com/docs/ADP-6oETKzQYrEmkUronyxPP2HnmuzctI22IYqajKSTkJnYzKmcrgImPFx7Y7UBSUQAZQy9G78EwWw3phgGE-3e8LU6phAoZZa_YoexMnbwr5yplobdXjCaX6brP5TEFse2K2qXgnN6Wq5sg_i95SFwPALL_KPlEkZUA4YJZZLSvDPai05TrFibBp_7RJw_z7CcJJqunbWUAXiyIucch0B5v95FMX8G4WtO8OF8-Eh2UuR3lMuLb8oVo223wIprXBeXBka9FX84PujYvZcKtEXAhjTWJT89sgQI5CxGGoNOwzlkDxfSlUTcLhR1VdL90iYqyj88i1vPiDcyJA3m2ZikL9CYhwU54QqmLvQGbuBq0rgXVXUovtsBqusgHuTlLvvHvDEVqz0pVize0_Z3UVyXwpGWQ4jaNCXY9Ofp0-nQUFeulmTY2gWdoBYlonIqr-_vxJdU3ZzXa90Oi28qUs75kYED4OEOVNwkKfdKYsb-kb0zOpyjNPVXx8WDow_hosaIrKxYuLaf9atjB_0PyheKnri6pORnixjU2l414s2KkqMH0N5wbGytiRbTQYH4M553wlm3OVLIiLOlVHB3zFBfVy_QaCIcprie_bXcoF9rjKwLikvnsQkMqlMhBtFZ38Bv65VNF8kuj3JeDCE4TZEYz6E9uFF1vgVe4Of_mSvTiC6mpc74LNILZPE6jyM8BUfsV4MwvO5EgYI0LmuCVR_MPd7u5BHewkdFqU5HBHHEMlkBG50U46BqN6JDHvxdSpIDeHaFsMVeIJFyfd-7CiN9FF6wzvxN6mSHEZUnLdFEpNiW1s5xLhdZ9B4YMXM5GYoOj4CQOaDxwe9rqAUAMDPB22uB6aV55pATRTlRnaWvKNlqeOgY9Ih5bcLST9KGNJ0fBODyfyJbZ22w5gLB_4t7sbWTJjLZnhRVmSQpH2Osedh6GhkwC-7XSzHFX2yBbYiQGCQFrsPu73I5N3Ov-Ni3i3TkLdwrtOvkALqMHKfOBH0dSVHud8KXjtTZChmJ5zPHy0SGslllbaM_9pIHKpKdNYROU4e_iFYpyjdbCa2_ca4HHXG7a93SO-1qRirI=w200-h299
